 PDE   1999 0920181153.65   23.746 121.189 33  N  0.836.199                            244268................       
 PDE   1999 0920181618.51   23.756 121.246 33  N  0.906.288      6.80MLTAP             2442487F..............       
 PDE   1999 0920214642.87   23.390 120.964 33  N  1.415.8956.5Z456.40MwHRV  6.40MLTAP  2442017F..G...........       
 PDE   1999 0922001439.15   23.729 121.167 26  G  0.896.2996.4Z746.40MwHRV  6.30MEGS   2443979D.FG...........       
 PDE   1999 0922004942.77   23.642 121.136 33  N  0.805.9995.9Z476.20MLTAP  5.80MwHRV  2442947F..G...........       
 PDE   1999 0925235248.66   23.738 121.158 17  G  0.916.2996.4Z676.50MwHRV  6.20MEGS   2444058C.FG..........S       
 PDE   1999 0928050042.96   54.590 168.263 33  N  1.025.4996.1Z706.20MwOBN  5.80MEGS   004345....G...........       
 PDE   1999 0929180131.83  -30.738 -71.993 33  N  0.835.6915.2Z486.00MwGS   5.70MDGUC  1352013F.FG...........       
 PDE   1999 0930163115.69   16.059 -96.931 60     0.936.5997.5Z567.50MwHRV  7.20MEGS   0606318C.FG..........S       
 PDE   1999 1010070304.86   -1.990 134.279 33  N  1.155.8605.8Z606.20MEGS   6.10MwHRV  1961534F.FG...........       
 PDE   1999 1013013340.13   54.657-161.189 30  G  1.046.0996.2Z416.40MwHRV  6.00MLPMR  0124464F.FG...........       
 PDE   1999 1016094644.13P  34.594-116.271  0         6.3997.4Z487.30MEGS   7.30MLBRK  0435277CPFG....F......       
 PDE   1999 1018024323.87  -56.121 -26.578 33  N  0.946.0186.2Z626.60MEGS   6.30MwGS   153152...FG...........       
 PDE   1999 1023021205.04   -4.808 153.414 83  D221.125.7635.8Z646.30MwHRV  5.90MEGS   190217...FG...........       
 PDE   1999 1024042141.11   44.612 149.440 33  N  0.996.0995.7Z766.40MwOBN  5.80MEGS   2214544F.FG...........       
 PDE   1999 1025203142.31  -38.699 175.803158  D 21.085.536      6.20MwGS   5.60MEGS   159266.F.FG...........       
 PDE   1999 1101175300.12   23.378 121.520 33  N  1.016.1996.1Z706.30MwGS   6.30MEGS   2444158F..G...........       
 PDE   1999 1108164543.02   36.522  71.240228  D270.996.299      6.50MwGS   6.20MEGS   717436.C.FG...........       
 PDE   1999 1111024105.07   49.315 155.633 33  N  0.975.8995.7Z916.40MwOBN  5.50MEGS   2214993F.FG...........       
 PDE   1999 1111180543.53    1.276 100.322211  D150.856.099      6.20MwHRV  5.90MEGS   706508...FG...........       
 PDE   1999 1112165719.55   40.758  31.161 10  G  1.116.3997.5Z747.30MwOBN  6.60MLTHE  366484.C.FG..........S       
 PDE   1999 1115054243.22   -1.339  88.976 10  G  0.996.3996.9Z957.70MEGS   7.00MwHRV  425457.F.FG...........       
 PDE   1999 1116134418.32* -55.823-125.134 10  G  1.144.8 85.5Z726.10MwHRV             684019....G...........       
 PDE   1999 1117032742.08   -5.978 148.820 47     0.905.9647.0Z846.90MwGS   6.30MEGS   192336.F.FG...........       
 PDE   1999 1117113634.97   -6.004 148.803 45  D 50.895.7546.1Z866.30MwHRV  5.70MEGS   192199...FG...........       
 PDE   1999 1118142742.82    0.523 126.066 33  N  1.025.9675.6Z796.00MwHRV  5.90MwGS   266202....G...........       
 PDE   1999 1119135646.45   -6.351 148.763 33  N  1.125.9667.0Z817.00MwHRV  6.30MLPMG  192268...FG...........       
 PDE   1999 1121035114.45  -21.750 -68.780101  D310.985.999      6.10MEGS   5.90MwHRV  1243274F.FG...........       
 PDE   1999 1121064619.24   18.544-107.168 33  N  1.295.3415.6Z616.20MwHRV  6.10MwGS   054105....G...........       
 PDE   1999 1126002900.27   55.133 165.364 33  N  1.065.6995.8Z656.00MwHRV  6.00MwOBN  0043605F..G...........       
 PDE   1999 1126132115.57  -16.423 168.214 33  N  1.206.4777.3Z797.50MwHRV  7.30MEGS   186273.C..G.....T....S       
 PDE   1999 1129034630.18   -1.275  89.043 10  G  1.145.9996.4Z846.90MEGS   6.40MwGS   425324.F.FG...........       
 PDE   1999 1130040153.22  -18.901 -69.171128  D860.936.299      6.60MwGS   6.10MEGS   123442.D.FG...........       
 PDE   1999 1201192306.01   17.647 -82.356 10  G  1.185.8995.8Z756.30MwGS   6.30MwHRV  094369....G...........       
 PDE   1999 1206231233.92   57.413-154.489 66  D141.166.899      7.00MwGS   7.00MLAEIC 0135276D.FG...........       
 PDE   1999 1207001949.61   57.362-154.514 40     1.046.5996.1Z506.40MwGS   6.30MLPMR  013478.F.FG...........       
 PDE   1999 1207212949.27  -15.911-173.984137  D140.826.255      6.40MwGS   6.40MEGS   173255...FG...........       
 PDE   1999 1208133444.69   -9.843 159.965 33  N  1.275.5436.0Z776.10MwHRV  6.00MwGS   1931173F..G...........       
 PDE   1999 1209101817.18   -6.028 148.144 58  D 41.115.7616.0Z836.40MwHRV  5.60MEGS   192178...FG...........       
 PDE   1999 1210183830.10  -36.206 -97.316 10  G  1.285.7616.2Z886.50MwGS   6.50MwHRV  686232....G...........       
 PDE   1999 1211180336.45   15.766 119.740 33  N  1.006.5997.1Z697.30MwHRV  7.10MEGS   2495166C.FG...........       
 PDE   1999 1215044112.39   -5.786 150.974 33  N  0.885.6676.3Z896.30MwHRV  5.80MLPMG  192267...FG...........       
 PDE   1999 1216141754.76  -50.149 138.989 10  G  1.315.4245.8Z866.00MwGS   6.00MwHRV  437076....G...........       
 PDE   1999 1217002728.87  -50.260 139.423 10  G  1.115.4295.8Z806.00MwHRV             437108....G...........       
 PDE   1999 1218174455.11   -2.425 139.675 16     0.946.0616.1Z796.20MwGS   6.10MEGS   1972084F.FG...........       
 PDE   1999 1219004836.99   12.870 144.571 50  D120.936.0925.6Z526.00MwGS   5.50MEGS   210298.F.FG...........       
 PDE   1999 1221141457.61   -6.845 105.555 56  D111.036.2796.3Z846.50MwGS   6.40MEGS   276435.C.FG...........       
 PDE   1999 1222133237.56  -10.885 165.457 33  N  0.965.6525.7Z516.00MwHRV  5.50MEGS   184160...FG...........       
 PDE   1999 1224192604.94  -56.211 146.723 10  G  1.105.6256.1Z656.30MwGS   6.30MwHRV  701149....G...........       
 PDE   1999 1224223538.66  -56.369 147.056 10  G  1.155.5275.9Z786.10MwHRV             701106....G...........       
 PDE   1999 1228124658.32    5.609 -82.645 10  G  1.325.4745.5Z766.20MwHRV  5.50MLRSNC 083205....G...........       
 PDE   1999 1229051946.91   18.244-101.432 69  D201.016.1995.4Z715.90MwGS   5.90MEGS   059363.C.FG...........       
 PDE   1999 1229132919.62  -10.860 165.354 33  N  0.805.6536.8Z886.90MwGS   6.50MEGS   184150...FG...........       
 PDE   1999 1229225357.19  -11.165 165.330 33  N  1.145.5346.0Z496.20MwHRV  6.00MEGS   184174...FG...........       
 PDE   2000 0101055819.78  -60.722 153.670 10  G  1.055.6195.6Z636.00MwGS   6.00MwHRV  701087....G...........       
 PDE   2000 0105074040.73  -11.371 165.378 33  N  0.925.7596.0Z776.10MwGS   6.10MwHRV  184213....G...........       
 PDE   2000 0106104225   C  58.040-136.870  1  G      5.5975.9Z736.20MEGS   6.10MLPGC  019376.F.FG...........       
 PDE   2000 0106213106.22*  16.094 119.484 33  N  1.515.8705.9Z756.20MwGS   5.80MEGS   2491923F.FG...........       
 PDE   2000 0108011946.66   -9.805 159.811 33  N  1.305.8596.4Z876.40MwHRV  6.30MEGS   1931516D.FG...........       
 PDE   2000 0108115921.84  -23.169 -70.122 36  G  1.145.8995.9Z716.40MwGS   6.10MEGS   122265.F.FG...........       
 PDE   2000 0108164720.58  -16.925-174.248183  D151.256.5916.6Z797.20MwGS   7.00MEGS   1733965F.FG...........       
 PDE   2000 0109215440.49  -18.823 174.370 33  N  1.035.6596.4Z876.90MEGS   6.50MwGS   181208...FG...........       
 PDE   2000 0113200714.44  -17.610-178.742535  D710.915.458      6.20MwGS   6.20MwHRV  181366....G...........       
 PDE   2000 0115124945.07  -21.216-179.255632  D521.005.476      6.00MwGS   6.00MwHRV  181371....G...........       
 PDE   2000 0119070933.58   36.372  70.379206  D250.915.599      6.00MwGS   5.80MEGS   718461.F.FG...........       
 PDE   2000 0120061302.66   56.618-161.869220  D571.005.799      6.00MEGS   5.80MwGS   0125914F.FG...........       
 PDE   2000 0120094147.34   43.649-127.257 10  G  1.015.7995.6Z646.40MEGS   6.10MwGS   030182...FG...........       
 PDE   2000 0126132650     -17.272-174.002 33  N  1.065.9706.0Z746.30MwGS   6.00MEGS   173400...FG...........       
 PDE   2000 0128142107.34   43.046 146.837 61  D 80.856.7996.6Z726.80MwGS   6.80MEGS   2215466C.FG...........       
 PDE   2000 0128163924.28   26.076 124.496193  D 50.906.199      6.00MwGS   5.70MEGS   2454893..FG...........       
 PDE   2000 0203102459.03AC 65.015-154.238  7         5.4995.2Z856.10MLPMR  5.70MwGS   676400.F..G...........       
 PDE   2000 0206113352.28   -5.844 150.876 33  N  0.856.6926.8Z926.60MwGS   6.40MEGS   192493.F.FG...........       
 PDE   2000 0213025708.72   42.853 131.572513  D220.805.499      6.00MwGS   6.00MwHRV  657487....G...........       
 PDE   2000 0225014358.64  -19.528 173.818 33  N  1.206.1727.1Z907.50MEGS   7.10MwHRV  185393...FG...........       
 PDE   2000 0226081148.44   13.795 144.782132  D 71.096.0925.4Z936.20MwGS   5.60MEGS   216320.C.FG...........       
 PDE   2000 0226182439.22    9.406 -78.532 65  G  1.085.8995.4Z916.10MwGS   6.00MEGS   081343.D.FG...........       
 PDE   2000 0228221520.12  -17.588-178.984538  D221.074.945      6.00MwHRV             181188....G...........       
 PDE   2000 0229043504.20  -50.066-114.201 10  G  0.945.1245.6Z816.00MwHRV  5.90MwGS   684055....G...........       
 PDE   2000 0229224458.03  -18.158 169.014 33  N  1.195.5425.9Z906.00MwHRV             186153....G...........       
 PDE   2000 0303220913.79   -7.321 128.491141  D 50.916.4725.8Z 26.40MwGS   6.40MEGS   280478.F.FG...........       
 PDE   2000 0303222240.74   -6.817 143.807 10  G  1.076.3686.7Z926.60MwHRV  6.10MLPMG  202356.F.FG...........       
 PDE   2000 0304022422.43  -60.167 149.868 10  G  1.155.5266.2Z956.40MwGS   6.30MwHRV  701125....G...........       
 PDE   2000 0305235703.17  -62.902 145.637 10  G  1.065.9216.1Z886.10MwGS   6.10MwHRV  437337....G...........       
 PDE   2000 0312222130.47   14.975 -92.444 62  D310.875.5995.8Z876.30MwGS   5.40MDUNM  069396.D.FG...........       
 PDE   2000 0321052607.70    3.155 128.034102  D 90.986.1695.3Z395.90MwGS   5.90MwHRV  264265....G...........       
 PDE   2000 0328110022.51   22.338 143.730126  D451.226.8997.6Z997.60MwGS   7.40MEGS   213538.F.FG...........       
 PDE   2000 0403152001.98    4.081 125.610150  G  1.045.983      6.20MwGS   6.20MwHRV  263254....G...........       
 PDE   2000 0407190827.83  -18.045  65.517 10  G  0.995.5785.9Z996.30MwHRV  6.20MwGS   427072....G...........       
 PDE   2000 0413205414.09   10.301 126.523 33  N  1.155.6645.8Z996.00MEGS   5.90MwGS   248159...FG...........       
 PDE   2000 0418172812.39  -20.664-176.469220  D250.915.689      6.00MwHRV  5.70MEGS   181388...FG...........       
 PDE   2000 0421043517.69   51.422-178.137 33  N  0.926.0995.7Z996.20MLPMR  6.10MEGS   007506.F.FG...........       
 PDE   2000 0423092723.32  -28.307 -62.990608  D670.896.699      7.00MwGS   6.90MEGS   132568.F.FG...........       
 PDE   2000 0423170117.47  -28.384 -62.943609  D680.915.899      6.10MwGS   5.70MEGS   132433...FG...........       
 PDE   2000 0502150336.80   17.439 147.516 55  D191.055.899      6.00MwHRV  5.80MEGS   215247...FG...........       
 PDE   2000 0504042116.21   -1.105 123.573 26  G  1.146.7937.5Z997.60MwHRV  7.60MEGS   2684307C.FG.....T.....       
 PDE   2000 0504203632.48  -17.914-178.522515  D400.945.685      6.50MwHRV  6.40MEGS   181370...FG...........       
 PDE   2000 0506134413.88  -11.295 165.432 12  G  1.036.0846.3Z996.30MwHRV  6.30MEGS   184401...FG...........       
 PDE   2000 0508102825.22   -4.457 150.004502  D170.745.781      6.10MwGS   5.70MEGS   192416...FG...........       
 PDE   2000 0512184318.12  -23.548 -66.452225     0.866.299      7.20MwHRV  6.70MEGS   1282326C.FG...........       
 PDE   2000 0512231029.98   35.975  70.657107  D130.896.299      6.30MwGS   6.00MEGS   718514.F.FG...........       
 PDE   2000 0514200834.35   -4.296 123.164 33  N  1.125.9685.9Z996.30MwHRV  5.90MEGS   280244.D.FG...........       
 PDE   2000 0521195847.41   71.190  -8.263 10  G  0.955.3995.6Z996.00MwHRV  5.90MwGS   639426....G...........       
 PDE   2000 0526003004.87   11.359 139.245 33  N  1.385.4895.6Z996.00MwHRV  5.40MEGS   209180....G...........       
 PDE   2000 0602111349.38   44.513-130.080 10  G  1.125.8996.0Z656.50MEGS   6.20MwGS   030304...FG...........       
 PDE   2000 0603085449.20   35.552 140.464 62     0.895.6995.6Z986.20MwHRV  6.10MwGS   2284126C..G...........       
 PDE   2000 0604162826.17   -4.721 102.087 33  N  1.106.8958.0Z998.30MEGS   7.90MwHRV  2743796C.FG..........S       
 PDE   2000 0604163945.60   -4.646 102.102 33  N  1.266.742                            274147................       
 PDE   2000 0604175215.99   28.723  65.383 33  N  1.236.099                            710331.F..............       
 PDE   2000 0606024149.80   40.693  32.992 10  G  1.045.5996.1Z666.00MwGS   5.90MDISK  366418.C.FG...........       
 PDE   2000 0606095806.77   -5.093 102.699 33  N  0.915.8996.1Z996.30MEGS   6.20MwHRV  2743834F.FG...........       
 PDE   2000 0606145702.22   29.424 131.421 33  N  0.975.8996.0Z986.40MwHRV  6.30MEGS   2393894..FG...........       
 PDE   2000 0607214655.90   26.856  97.238 33  N  0.866.3996.5Z996.50MEGS   6.30MwHRV  296402.D.FG...........       
 PDE   2000 0607234526.68   -4.612 101.905 33  N  1.166.1996.7Z996.70MwHRV  6.60MEGS   2743525C.FG...........       
 PDE   2000 0609012715.16   -5.071 152.495 33  N  1.135.4826.3Z996.30MwGS   5.60MEGS   192238...FG...........       
 PDE   2000 0609080024.15   -5.549 102.679 33  N  1.395.8685.8Z996.00MwGS   5.90MEGS   274237....G...........       
 PDE   2000 0609084159.74  -11.301 162.062 33  N  1.335.1386.0Z616.10MwHRV  6.00MwGS   193080....G...........       
 PDE   2000 0609233145.29   30.491 137.730485  D120.895.999      6.30MwGS   5.70MEGS   211473...FG...........       
 PDE   2000 0610182329.32   23.843 121.225 33  N  1.036.2996.2Z996.40MwHRV  6.40MEGS   2443778C.FG..........S       
 PDE   2000 0611115512.34  -50.579 139.550 10  G  1.205.9266.4Z996.60MwHRV  6.40MwGS   742160....G...........       
 PDE   2000 0614021525.84  -25.516 178.046604  D720.955.978      6.40MwGS   6.00MEGS   171386...FG...........       
 PDE   2000 0614170048.40    4.542 127.722 89  D 71.046.1675.6Z206.30MwGS   6.00MEGS   263298...FG...........       
 PDE   2000 0614230114.55  -17.902 176.212 33  N  1.045.5525.7Z996.00MwHRV  5.90MwGS   181113....G...........       
 PDE   2000 0615111046.21   29.368 132.082 10  G  0.806.0995.6Z966.10MwGS   5.90MEGS   2373823...G...........       
 PDE   2000 0616075535.39  -33.877 -70.088120  D390.966.295      6.40MwGS   6.10MDGUC  1273646F.FG..........S       
 PDE   2000 0617154041.73   63.966 -20.487 10  G  1.035.7996.6Z996.80MwCSE  6.70MEGS   638406.C.FG..........S       
 PDE   2000 0618144413.31  -13.802  97.453 10  G  1.166.8747.8Z998.00MEGS   7.90MwHRV  425405.F..G.....T.....       
 PDE   2000 0621005146.88   63.980 -20.758 10  G  0.906.1996.6Z996.80MEGS   6.50MwHRV  638351.D.FG...........       
 PDE   2000 0623050154.48    1.279 126.266 65     1.046.0595.1Z995.80MwGS   5.70MwHRV  2662133F..G...........       
 PDE   2000 0625063442.88   31.183 131.206 10  G  1.005.8995.7Z996.00MwGS   5.70MEGS   2352825...G...........       
 PDE   2000 0701070155.58   34.221 139.131 10  G  1.046.0996.1Z986.80MEGS   6.10MwGS   2303558C.FG.....T....S       
 PDE   2000 0707154644.56   51.411 179.978 31  G  0.966.4995.5Z996.20MEGS   6.20MLPMR  0065665F.FG...........       
 PDE   2000 0708045255.41   -5.408 102.700 33  N  0.995.7775.7Z996.10MEGS   5.90MwHRV  274267...FG...........       
 PDE   2000 0708185744.47   34.053 139.126 10  G  1.215.9995.6Z996.60MEGS   5.90MwHRV  2303336D.FG..........S       
